session_id,booking_id,device_fingerprint,ip_address,asn,is_vpn_or_proxy,os,browser,time_to_book_seconds,device_switch_flag
8ce55288-b02a-4933-acb9-1be2a10c7350,B000001,d0057c74a7ffee4b,149.171.156.40,99914,0,Android,Chrome,48,1
4a717ba7-31e4-4c70-90c9-8200667f05cb,B000002,3ddbdb25ceb330e5,123.162.129.23,44839,0,iOS,Chrome,45,0
fb7219de-e329-4e2a-adba-eac408365881,B000003,c802ce308ab84b82,5.38.248.97,59354,0,macOS,Firefox,478,0
95766036-1526-4f3d-be9e-f2108eeb1648,B000004,c1820b45e082fc67,97.60.235.80,84719,0,macOS,Chrome,187,0
aba26680-becd-446a-add5-e91821398c47,B000005,221af74ceee45242,154.132.66.129,36786,0,Android,Chrome,485,0
68de086b-2902-4b6f-87c7-06bbe310d074,B000006,43bc9669a6237d78,117.125.190.44,16495,0,macOS,Chrome,114,0
a1e6da12-555b-4067-8ec2-d01fd1382638,B000007,886ce040f8133afa,71.226.93.216,50773,0,macOS,Chrome,2935,0
9a13d33b-5439-4dc2-8b6f-9a3cdf71b7fe,B000008,94013b226f081804,64.229.114.157,8760,0,Windows,Chrome,228,0
47b18b05-9c46-427a-884c-a349cae4391e,B000009,7090a934dc85a164,108.105.44.246,18779,0,Windows,Chrome,693,0
93f9f3d2-3fe7-442c-936d-1b24244a4140,B000010,02b977aaf555a0b4,169.153.51.15,47338,0,Windows,Chrome,408,0
a5781122-e8e1-4fcb-8a37-bfe5b0098856,B000011,3531e3ccde937cfa,130.73.45.15,63916,0,Windows,Chrome,841,0
9adbb2c2-6250-44b8-8ed1-60fa42182a74,B000012,a2b1228a0cb72fb4,154.151.242.161,54934,0,Windows,Safari,1055,0
21b9b17f-db16-4d6d-a360-15a17889303d,B000013,a107a43b9c3d6c3a,40.239.252.106,56131,0,Windows,Safari,398,0
93cd9e43-4686-4ead-999f-2e5ac4b40f2d,B000014,cc859875533927b3,156.218.50.140,91681,0,macOS,Chrome,679,0
c65d5d2c-e583-4ef5-810b-99748e398102,B000015,2d58b7bb289b311f,162.187.125.243,83894,0,Android,Edge,564,0
1d1e5ab5-1ce1-4b14-8f79-578718ed720c,B000016,3919473e785ebb06,164.188.131.185,92348,0,macOS,Chrome,40,1
79be3bda-b77f-4790-8f36-aeb8033263fc,B000017,8899562b4bd247b2,117.176.189.250,76013,0,Windows,Edge,231,0
2817eec8-2d7b-4d77-94cc-9d93b23c657b,B000018,7c894c2ac0572fd3,7.39.198.35,24219,0,Android,Edge,1555,0
948f11a9-495d-47a9-9e2d-c4e35dfff591,B000019,05ebe8a3c618f4be,25.70.155.230,83402,0,Windows,Chrome,405,0
6e62b9f3-1cb1-46fa-8b1c-4142c393f649,B000020,9ea1d8ba32676e83,32.65.122.66,75585,0,Android,Chrome,717,0
72406030-49d4-4d65-9111-a5cf6ec2f81d,B000021,45aa3fe4e1fcd167,138.186.133.157,10813,1,Windows,Chrome,20,0
732dd9ed-85de-4add-8407-4acc7c9254f1,B000022,2155f435232b78db,57.188.62.131,55065,0,Windows,Chrome,240,0
a9bb758c-46d5-45eb-b482-69b17981ecfc,B000023,0f6325303dfb0185,247.63.36.45,26016,0,Windows,Chrome,305,0
629abb5f-1fe6-486e-b4a8-daf3e7c3eaef,B000024,4fde6c9bbdd9874b,115.207.194.183,56993,0,Windows,Chrome,88,1
0d930c42-0703-4376-ae00-85732ecba0bf,B000025,86b4b6af61c1ef6b,45.233.244.221,15928,0,Windows,Chrome,202,0
47759b8e-c056-4594-8d1e-1ca3a20ba6b0,B000026,5f967ec8fcff85a1,237.132.128.22,13342,1,Windows,Chrome,42,0
cff22de0-afa1-4774-903e-85b24807f1f6,B000027,5c3887f862fb9a8d,160.192.3.202,4121,0,Android,Safari,311,0
93b9252b-bb3d-4719-8c2b-fcd9dddf1d10,B000028,848b01fb0342ef74,108.105.44.246,82111,0,macOS,Edge,565,0
366f4e46-2963-49c0-a5fd-97deb611dad5,B000029,66b99946a878ebfc,105.13.137.228,48162,0,macOS,Chrome,177,0
81e7535f-7335-4508-95bc-01a6f405ebd7,B000030,c70db872b5e176e1,223.31.18.220,69694,0,Android,Chrome,273,0
7bd8e919-3687-455c-9710-28aedb31efc7,B000031,de107b772b07543c,6.184.99.13,79973,0,macOS,Edge,147,0
2d2c5c81-3190-4e46-8c46-13538956b9a4,B000032,624fb9de55fc124b,92.77.185.6,37258,0,Android,Chrome,112,0
294f7605-0466-4e4b-8d3a-6d7a7e1055e6,B000033,de04f603ce87f2cc,209.217.216.184,58488,0,Windows,Chrome,235,0
bf742820-39dd-4370-b5dc-7882e2201ba2,B000034,45aa3fe4e1fcd167,151.138.242.161,12246,1,Windows,Chrome,47,0
e0e8be07-7dc5-4dc3-b374-e76bb3997023,B000035,19d819f4b3b7af13,49.144.89.235,27470,0,Android,Firefox,239,0
9335cdc1-abfc-4224-ad56-fab228b85e9b,B000036,79cdc30c6736e443,184.152.12.152,9441,0,Windows,Chrome,797,0
57541d95-968a-4a3e-af56-c8ef286b3d75,B000037,bb47ce5bebb7b440,205.116.167.84,38322,0,Android,Chrome,60,1
669a9c7f-f850-4b8f-b8e0-cf60d989883a,B000038,fb32dea71d29f5ab,71.70.136.192,88289,0,Windows,Safari,575,0
8675592e-fe1f-4335-b784-15ec95090484,B000039,a5b06242cdd76535,93.128.239.196,80064,0,Android,Chrome,138,0
3002a3c9-002c-4d90-bcbd-5d19b6a21e9e,B000040,82a1fa47c25aefc7,136.151.7.107,97292,0,iOS,Chrome,311,0
ece3bf41-4105-4854-8c71-7213bbe1053d,B000041,324f33269d828bc9,91.211.8.106,62064,0,macOS,Safari,784,0
46dec65a-8406-4ecd-aa06-274b7470609e,B000042,664562f0f9c21812,210.34.182.76,1384,0,Android,Edge,407,0
440fd402-987b-4f95-9d59-488564c42bb0,B000043,b920629b92b2d6cb,242.163.18.183,53941,0,macOS,Chrome,383,0
61702ea8-35fe-4242-9770-cbac0dad98a4,B000044,27b64a8f16ce9464,170.160.174.132,21866,0,iOS,Chrome,629,0
67ef2cd8-9efd-429d-a668-6ab1d9503586,B000045,cc0b89cbe35b23fd,179.40.96.18,72172,0,Windows,Chrome,361,0
c6d1838c-2de2-405f-824e-ee3fdd5d1bdd,B000046,6cde48aff1e417d4,132.167.8.93,8715,0,Android,Firefox,139,0
c963810e-0ca5-4133-b090-514ca1d54336,B000047,d9af10ced1d5c980,95.37.211.137,51110,0,Windows,Edge,60,0
38cefe3c-2778-4a67-8dab-3543e4e40281,B000048,552fa536fd1ef5a4,110.182.109.232,47654,0,Windows,Edge,344,0
cf32f932-b0ca-4efe-ad32-32950150dba2,B000049,2d247009e361505a,224.21.225.167,25068,0,macOS,Chrome,84,0
48c49272-7497-4ea5-aed5-24902d1430df,B000050,7ab0bb4fc927d342,47.139.120.243,49063,0,iOS,Chrome,164,0
6ca35c8b-f9e0-46e2-8f03-f728f5221673,B000051,f44a3aca7c8721a0,191.30.67.39,26285,0,Windows,Firefox,211,0
d1696b2a-15eb-453a-878d-62e6169f06d0,B000052,4bf723340233382d,122.87.99.28,26511,0,Android,Chrome,634,0
412b7ced-d65d-4363-a610-b459823ff32f,B000053,a5b06242cdd76535,169.69.81.61,42103,0,Android,Chrome,382,0
e08443c8-dcf4-4f9d-b105-f6632204eb92,B000054,84d9fb960c3190e2,241.219.139.131,3043,0,macOS,Chrome,624,0
c081b75a-5431-4df1-840c-d6f0d419be73,B000055,5fd0edbf21d0b373,219.23.4.72,43629,0,Windows,Chrome,428,0
a60792c7-d02f-42cd-925b-eb2bd480d7ea,B000056,f59435e0cb5d3263,7.104.153.95,16456,0,Windows,Chrome,168,1
bcc59020-b869-40ef-ac70-f8c27b3864a7,B000057,5f70de279f5539ac,118.226.59.201,96918,0,Android,Chrome,1631,0
6b8192e3-2bda-4f4d-a62e-fbd518f81fa8,B000058,ed155d9b668f4c98,19.157.208.33,24234,0,Android,Chrome,129,0
a48072d0-1876-42b3-992c-b8cf527d8f49,B000059,924494317b369920,86.66.63.45,20936,0,Windows,Chrome,468,0
597b57e5-c579-4ec5-814b-62e89e92a01e,B000060,86b4b6af61c1ef6b,203.162.37.16,46222,0,Windows,Chrome,123,0
a32c3c16-86f4-46d3-8121-e783b9a6ffd0,B000061,838eb0c24667081f,153.234.9.149,79175,0,macOS,Chrome,551,0
28b19e4d-e5cb-48f2-ba62-21768d710535,B000062,a052bdc66a808a98,129.67.197.152,57053,0,Windows,Chrome,243,0
e5204a8a-1ded-4bf7-b228-2e9255aad047,B000063,ef6bd9846b50952c,208.224.131.156,58731,0,Android,Edge,203,0
ad6f646c-9b47-443c-aa4a-b34ebe5ce895,B000064,dc2d2a1af3735572,27.127.201.197,31971,1,Windows,Safari,46,1
0cf4ad62-10a6-4fcc-83ae-8ad4a1d70021,B000065,890e8ecc29a1cb9e,58.20.121.106,7410,0,macOS,Chrome,176,0
f45d9bf5-cd45-4178-8092-4f73ae8b59d9,B000066,b2f9f66d5c96066e,158.116.51.249,27419,0,macOS,Chrome,163,0
1547e38b-07b0-47ba-8402-c5a4f8a8922c,B000067,ecb080a8328301bd,173.187.186.254,90032,0,macOS,Firefox,43,1
3282f561-744e-4737-a226-0a0d0682f7b5,B000068,990f336c2c7c883a,63.66.168.111,8360,0,Windows,Chrome,470,0
988e08c3-3aca-4811-b83b-ed9d893ef752,B000069,dc2d2a1af3735572,175.239.217.123,37512,0,Windows,Safari,195,0
62c9e71b-658a-4bba-9755-fce997adbd27,B000070,81196c9700e45d6e,23.206.152.74,10756,1,Windows,Edge,521,0
b10ce2e6-20d0-407f-9fcd-0417fc12e5fb,B000071,995512bd9b079d4c,173.163.35.99,69557,0,Android,Chrome,384,0
4116aa14-3f68-4fb6-bba5-c0bd6a5b25f3,B000072,6a48a2c03dbd9ca6,192.133.188.185,89838,0,iOS,Chrome,223,0
e21f0970-bd04-46bc-acb3-c409f2b4dd77,B000073,84d9fb960c3190e2,241.219.139.131,59541,0,macOS,Chrome,603,0
a3742d5b-1f5d-4b15-ab81-392e99105d47,B000074,64c6eb1331e569a7,190.58.186.204,6908,0,Windows,Chrome,150,0
ec869dad-31f6-4baf-aa6e-2a3fe035458c,B000075,45e57d6a26cffbd7,218.89.3.59,37574,0,macOS,Chrome,508,0
4765c610-8145-4d8d-9f94-df9f747b65ec,B000076,467faeaf50b668cb,215.188.146.35,7955,0,Windows,Chrome,919,0
5a2ad58f-2d32-47f7-b731-4f241b699886,B000077,9645177d3a628e8b,235.37.12.146,48686,0,Android,Edge,617,0
a0758ed4-5b77-443e-bbd9-5d5771658371,B000078,549c806d979dee05,20.123.20.160,45372,0,Windows,Safari,157,0
1c78536f-1cb0-489f-a1cc-1a5a6ef130de,B000079,6c76fc3fbc61c49b,124.134.93.185,30067,1,Windows,Edge,71,1
e23346f7-43d2-41f1-a1a6-a3367b7de717,B000080,6cb7d313f1d21267,191.254.30.196,91746,0,Windows,Chrome,184,0
c7becc31-d458-4b5b-b5c4-42ef6e147757,B000081,fdda6dd2dca34790,126.12.88.83,80982,0,Windows,Chrome,2545,0
