booking_id,fraud_label,fraud_reason,oval1_score,oval2_score,oval3_score,max_score
B000001,1,shared infra across multiple fraud users,0.00012493181566242129,3.746308152585698e-07,1.9850365788443014e-05,0.00012493181566242129
B000002,1,credit bustout: high value international + high loss,0.0001253774535143748,1.870010055426974e-05,2.5339088097098283e-05,0.0001253774535143748
B000003,0,legit,0.00012489558139350265,2.5330479047624976e-07,1.3813214536639862e-05,0.00012489558139350265
B000004,0,legit,0.0001248790940735489,4.4600363935387577e-07,4.3014671973651275e-05,0.0001248790940735489
B000005,0,legit,0.00012491883535403758,2.9595332762255566e-07,1.5409057596116327e-05,0.00012491883535403758
B000006,0,legit,0.00012494230759330094,3.221656754703872e-07,2.182770549552515e-05,0.00012494230759330094
B000007,0,legit,0.00012505654012784362,3.6993972116761142e-06,3.041450327145867e-05,0.00012505654012784362
B000008,0,legit,0.00012502293975558132,9.642041050028638e-07,4.236303720972501e-05,0.00012502293975558132
B000009,0,legit,0.00012499508738983423,4.2535396005405346e-07,6.758271774742752e-05,0.00012499508738983423
B000010,0,legit,0.0001249499327968806,2.4986115931824315e-07,3.996415762230754e-05,0.0001249499327968806
B000011,0,legit,0.00012514556874521077,1.908902504510479e-06,7.298734999494627e-05,0.00012514556874521077
B000012,0,legit,0.00012484745820984244,4.0621986840960744e-07,1.1392939086363185e-05,0.00012484745820984244
B000013,0,legit,0.00012493801477830857,3.5924301755585475e-07,1.332823285338236e-05,0.00012493801477830857
B000014,0,legit,0.00012492916721384972,3.221656754703872e-07,1.61213811225025e-05,0.00012492916721384972
B000015,0,legit,0.000124925107229501,2.9870787443542213e-07,5.3581257816404104e-05,0.000124925107229501
B000016,1,new device/ip + short lead time,0.00012495263945311308,3.221656754703872e-07,1.4631418707722332e-05,0.00012495263945311308
B000017,0,legit,0.00012487478670664132,2.807225598644436e-07,1.740490370139014e-05,0.00012487478670664132
B000018,0,legit,0.0001249207416549325,2.570911590282776e-07,1.3576650417235214e-05,0.0001249207416549325
B000019,0,legit,0.0001249743945663795,2.5123998170784034e-07,6.948309874132974e-06,0.0001249743945663795
B000020,0,legit,0.00012490944936871529,1.1884375226145494e-06,1.8767157598631456e-05,0.00012490944936871529
B000021,1,credit bustout: high value international + high loss,0.00012488757784012705,8.485617399855983e-07,4.432292917044833e-05,0.00012488757784012705
B000022,0,legit,0.00012491692905314267,4.1983673781942343e-07,2.0302275515859947e-05,0.00012491692905314267
B000023,0,legit,0.00012525822967290878,0.00010198304516961798,5.466316724778153e-05,0.00012525822967290878
B000024,1,new user with risky infra + abnormal velocity,0.00012457733100745827,1.8557037037680857e-05,0.0011072244960814714,0.0011072244960814714
B000025,0,legit,0.00012496230192482471,8.390247785428073e-07,1.2336367944953963e-05,0.00012496230192482471
B000026,1,credit bustout: high value international + high loss,0.00012551851978059858,8.485617399855983e-07,1.009324478218332e-05,0.00012551851978059858
B000027,0,legit,0.0001249818451469764,9.442344435228733e-07,1.0659618965291884e-05,0.0001249818451469764
B000028,0,legit,0.0001250472996616736,5.382535164244473e-07,8.283339411718771e-06,0.0001250472996616736
B000029,0,legit,0.000125042992294766,7.894529699115083e-05,2.239797504444141e-05,0.000125042992294766
B000030,0,legit,0.00012508934014476836,1.1886611900990829e-05,1.1918416930711828e-05,0.00012508934014476836
B000031,0,legit,0.00012499453441705555,2.638691114498215e-07,9.821295861911494e-06,0.00012499453441705555
B000032,0,legit,0.0001247799227712676,6.281564424170938e-07,0.00011178888962604105,0.0001247799227712676
B000033,0,legit,0.00012503362086135894,9.357424914924195e-07,6.5632812038529664e-06,0.00012503362086135894
B000034,1,credit bustout: high value international + high loss,0.00012501419405452907,8.485617399855983e-07,3.080475653405301e-05,0.00012501419405452907
B000035,0,legit,0.0001249953347723931,3.9656001149523945e-07,1.373257691739127e-05,0.0001249953347723931
B000036,0,legit,0.0001248724147444591,3.458918342857942e-07,2.3363329091807827e-05,0.0001248724147444591
B000037,1,new device/ip + short lead time,0.00012482846796046942,8.485617399855983e-07,2.9203347367001697e-05,0.00012482846796046942
B000038,0,legit,0.00012495534610934556,2.708628983327799e-07,1.2828109902329743e-05,0.00012495534610934556
B000039,0,legit,0.00012483680620789528,3.063738063247001e-07,1.9609900846262462e-05,0.00012483680620789528
B000040,0,legit,0.00012503935431595892,2.5330479047624976e-07,6.525564458570443e-06,0.00012503935431595892
B000041,0,legit,0.00012481161684263498,3.746308152585698e-07,1.624122160137631e-05,0.00012481161684263498
B000042,0,legit,0.0001251272187801078,2.605280542411492e-07,1.0657109669409692e-05,0.0001251272187801078
B000043,0,legit,0.00012484501348808408,2.512813352950616e-07,1.73676398844691e-05,0.00012484501348808408
B000044,0,legit,0.00012490490917116404,2.885091703319631e-07,1.9927674657083116e-05,0.00012490490917116404
B000045,0,legit,0.000124983795103617,4.3618896938824037e-07,9.641513315727934e-06,0.000124983795103617
B000046,0,legit,0.0001250493951374665,3.221656754703872e-07,9.777519153431058e-06,0.0001250493951374665
B000047,0,legit,0.0001250079512828961,5.429538418866287e-07,1.1689698112604674e-05,0.0001250079512828961
B000048,0,legit,0.00012499791046138853,1.9216747659811517e-06,1.9870669348165393e-05,0.00012499791046138853
B000049,0,legit,0.00012437709665391594,1.2677231097768527e-05,0.0007879926706664264,0.0007879926706664264
B000050,0,legit,0.000124936384963803,2.713883588967292e-07,4.967217682860792e-05,0.000124936384963803
B000051,0,legit,0.00012488609354477376,3.5924301755585475e-07,1.2842229807574768e-05,0.00012488609354477376
B000052,0,legit,0.00012484668695833534,2.6299090905013145e-07,1.434866771887755e-05,0.00012484668695833534
B000053,0,legit,0.00012503998004831374,2.4722260150156217e-07,2.986981598951388e-05,0.00012503998004831374
B000054,0,legit,0.00012491218512877822,3.221656754703872e-07,2.2860209355712868e-05,0.00012491218512877822
B000055,0,legit,0.00012492826499510556,6.32504543318646e-06,2.1557982108788565e-05,0.00012492826499510556
B000056,1,new device/ip + short lead time,0.00012494568363763392,2.570911590282776e-07,1.2758204320562072e-05,0.00012494568363763392
B000057,0,legit,0.00012491836969275028,7.583150249956816e-07,1.6835521819302812e-05,0.00012491836969275028
B000058,0,legit,0.0001248700136784464,2.623984983074479e-06,1.8350876416661777e-05,0.0001248700136784464
B000059,0,legit,0.0001250140485353768,2.5317439167338307e-07,5.702735052182106e-06,0.0001250140485353768
B000060,0,legit,0.00012490415247157216,2.736858277785359e-07,1.6993022654787637e-05,0.00012490415247157216
B000061,0,legit,0.00012508360669016838,4.344558419688838e-06,6.611860953853466e-06,0.00012508360669016838
B000062,0,legit,0.0001250320638064295,2.730321284616366e-07,1.7022462998284027e-05,0.0001250320638064295
B000063,0,legit,0.00012500322191044688,4.7552745741086255e-07,0.0001382572518195957,0.0001382572518195957
B000064,1,shared infra across multiple fraud users,0.00012492950190789998,2.885091703319631e-07,2.0307596059865318e-05,0.00012492950190789998
B000065,0,legit,0.00012589027755893767,3.610531393860583e-07,9.593636605131906e-06,0.00012589027755893767
B000066,0,legit,0.00012456158583518118,4.123941471334547e-05,0.0004415227740537375,0.0004415227740537375
B000067,1,credit bustout: high value international + high loss,0.00012395859812386334,0.01605311594903469,0.009698860347270966,0.01605311594903469
B000068,0,legit,0.00012501326273195446,1.0208880212303484e-06,1.209492711495841e-05,0.00012501326273195446
B000069,0,legit,0.00012506329221650958,2.570911590282776e-07,5.868876087333774e-06,0.00012506329221650958
B000070,0,legit,0.00012503916514106095,4.026020405945019e-07,0.00010464191291248426,0.00012503916514106095
B000071,0,legit,0.0001249842462129891,4.2684189338615397e-07,1.3235803635325283e-05,0.0001249842462129891
B000072,0,legit,0.00012493631220422685,3.458918342857942e-07,2.503973155398853e-05,0.00012493631220422685
B000073,0,legit,0.00012486982450354844,8.963991717791941e-07,2.6895681003225036e-05,0.00012486982450354844
B000074,0,legit,0.00012496415001805872,5.48090724805661e-07,3.321034091641195e-05,0.00012496415001805872
B000075,0,legit,0.0001249234046554193,3.610531393860583e-07,1.4384256246557925e-05,0.0001249234046554193
B000076,0,legit,0.0001249708147952333,5.8328248996986076e-05,0.0005159461288712919,0.0005159461288712919
B000077,0,legit,0.00012529981904663146,9.17832730920054e-05,9.158900866168551e-06,0.00012529981904663146
B000078,0,legit,0.00012498341675382107,4.420352297529462e-07,1.0106186891789548e-05,0.00012498341675382107
B000079,1,shared infra across multiple fraud users,0.00012513749243225902,2.5241257390007377e-05,8.984917076304555e-05,0.00012513749243225902
B000080,0,legit,0.00012496030831243843,9.90835019365477e-07,1.1006659406120889e-05,0.00012496030831243843
B000081,0,legit,0.00012480122677516192,1.4902955172146903e-06,4.7191806515911594e-05,0.00012480122677516192
B000082,1,new device/ip + short lead time,0.00012463907478377223,9.904453690978698e-06,0.0008329902775585651,0.0008329902775585651
B000083,0,legit,0.00012495038390625268,2.5123998170784034e-07,9.459785360377282e-06,0.00012495038390625268
B000084,1,shared infra across multiple fraud users,0.00012501416495069861,2.512813352950616e-07,8.542821888113394e-06,0.00012501416495069861
B000085,0,legit,0.0001250697096111253,4.346348987382953e-07,3.8429934647865593e-05,0.0001250697096111253
B000086,0,legit,0.0001249814813490957,2.708628983327799e-07,1.4384529094968457e-05,0.0001249814813490957
B000087,0,legit,0.00012496844283305109,9.477303706262319e-07,3.495603596093133e-05,0.00012496844283305109
B000088,0,legit,0.00012458143464755267,1.0776168892334681e-05,0.001051582396030426,0.001051582396030426
B000089,0,legit,0.00012427881301846355,7.134736733860336e-06,0.0011540658306330442,0.0011540658306330442
B000090,0,legit,0.00012504513142630458,4.2684189338615397e-07,1.8393511709291488e-05,0.00012504513142630458
B000091,0,legit,0.0001249397755600512,2.5317439167338307e-07,1.0608136108203325e-05,0.0001249397755600512
B000092,0,legit,0.0001249729684786871,2.048179339908529e-06,7.831588845874649e-06,0.0001249729684786871
B000093,0,legit,0.00012491851521190256,2.5123998170784034e-07,1.3885380212741438e-05,0.00012491851521190256
B000094,0,legit,0.0001252958900295198,2.8403444957803003e-05,0.00011307351815048605,0.0001252958900295198
B000095,0,legit,0.0001249899942195043,1.2054823628204758e-06,2.7912787118111737e-05,0.0001249899942195043
B000096,0,legit,0.00012489502842072397,3.769749525872612e-07,1.5346173313446343e-05,0.00012489502842072397
B000097,0,legit,0.00012489219079725444,3.746308152585698e-07,1.8889970306190662e-05,0.00012489219079725444
B000098,0,legit,0.00012491238885559142,2.807225598644436e-07,1.1924759746761993e-05,0.00012491238885559142
B000099,0,legit,0.00012503640027716756,4.5185632302491285e-07,6.625764854106819e-06,0.00012503640027716756
B000100,1,shared infra across multiple fraud users,0.0001250034401891753,1.1175535519214463e-06,1.277372120966902e-05,0.0001250034401891753
B000101,1,shared infra across multiple fraud users,0.00012496873387135565,2.512813352950616e-07,1.6585014236625284e-05,0.00012496873387135565
B000102,0,legit,0.00012509732914622873,4.2684189338615397e-07,2.3458796931663528e-05,0.00012509732914622873
B000103,0,legit,0.00012487305502872914,4.4581284441846947e-07,3.064417978748679e-05,0.00012487305502872914
B000104,0,legit,0.00012497724674176425,5.186081466490577e-07,8.61842909216648e-06,0.00012497724674176425
B000105,0,legit,0.00012488527863752097,3.221656754703872e-07,2.60189117398113e-05,0.00012488527863752097
B000106,0,legit,0.00012496981071308255,8.047635446928325e-07,1.64932480402058e-05,0.00012496981071308255
B000107,0,legit,0.00012492985115386546,3.610531393860583e-07,1.7935926734935492e-05,0.00012492985115386546
B000108,0,legit,0.00012496150156948715,5.355724397304584e-07,3.361255585332401e-05,0.00012496150156948715
B000109,0,legit,0.00012504300684668124,8.847863455230254e-07,2.1728275896748528e-05,0.00012504300684668124
B000110,0,legit,0.00012499124568421394,4.346348987382953e-07,2.533070983190555e-05,0.00012499124568421394
B000111,0,legit,0.0001250553032150492,7.926312264316948e-07,1.5443196389242075e-05,0.0001250553032150492
B000112,0,legit,0.0001250170753337443,0.00011852777970489115,0.0005046772421337664,0.0005046772421337664
B000113,0,legit,0.00012494860857259482,3.3286508482888166e-07,1.3910359484725632e-05,0.00012494860857259482
B000114,0,legit,0.00012500752927735448,4.2684189338615397e-07,2.0169251001789235e-05,0.00012500752927735448
B000115,0,legit,0.0001249292545253411,2.6299090905013145e-07,1.3689786101167556e-05,0.0001249292545253411
B000116,0,legit,0.0001252361253136769,9.635971218813211e-05,1.1744738003471866e-05,0.0001252361253136769
B000117,1,shared infra across multiple fraud users,0.00012475046969484538,1.3552422387874685e-05,0.0004993657930754125,0.0004993657930754125
B000118,0,legit,0.0001250101049663499,6.383146455846145e-07,7.0577652877545916e-06,0.0001250101049663499
